,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
71,Kenai,60.55,-151.26,51.01,93,20,5.82,US,7/13/2020
72,Puerto Carreño,6.19,-67.49,73.4,88,75,9.17,CO,7/13/2020
73,Taoudenni,22.68,-3.98,107.24,18,29,15.12,ML,7/13/2020
74,Bluff,-46.6,168.33,39.0,83,47,3.0,NZ,7/13/2020
75,Kruisfontein,-34.0,24.73,54.09,43,86,12.93,ZA,7/13/2020
76,Pevek,69.7,170.31,43.05,68,87,0.63,RU,7/13/2020
77,Mar del Plata,-38.0,-57.56,46.0,56,0,19.46,AR,7/13/2020
78,Grindavik,63.84,-22.43,53.6,81,75,6.93,IS,7/13/2020
79,Nikolskoye,59.7,30.79,66.2,52,75,8.95,RU,7/13/2020
80,Tiarei,-17.53,-149.33,77.0,73,75,3.36,PF,7/13/2020
81,Broken Hill,-31.95,141.43,44.6,75,0,10.29,AU,7/13/2020
82,Alofi,-19.06,-169.92,71.6,83,90,17.22,NU,7/13/2020
83,San Quintín,30.48,-115.95,74.07,63,0,7.09,MX,7/13/2020
84,Barrow,71.29,-156.79,35.6,90,90,10.29,US,7/13/2020
85,Kamenka,51.32,42.77,76.55,68,63,6.31,RU,7/13/2020
86,Arrifes,37.77,-25.7,71.6,64,75,5.82,PT,7/13/2020
87,Saposoa,-6.93,-76.77,80.6,74,75,2.24,PE,7/13/2020
88,Atuona,-9.8,-139.03,79.41,77,71,19.42,PF,7/13/2020
89,Tahe,52.33,124.73,69.06,60,15,2.77,CN,7/13/2020
90,Olinda,-8.01,-34.86,84.2,58,40,5.82,BR,7/13/2020
91,Bonito,-21.12,-56.48,84.11,48,67,3.98,BR,7/13/2020
92,Kirakira,-10.45,161.92,78.51,85,29,10.51,SB,7/13/2020
93,Raudeberg,61.99,5.14,57.2,87,75,12.75,NO,7/13/2020
94,Yumen,40.28,97.2,74.16,32,54,6.33,CN,7/13/2020
95,Cape Town,-33.93,18.42,53.6,62,75,18.34,ZA,7/13/2020
96,Codrington,-38.27,141.97,43.0,92,1,6.42,AU,7/13/2020
97,Touros,-5.2,-35.46,82.4,61,40,10.29,BR,7/13/2020
98,Barcelos,41.54,-8.62,93.99,45,20,12.75,PT,7/13/2020
99,Mamedkala,42.17,48.12,80.76,62,100,6.44,RU,7/13/2020
100,Bengkulu,-3.8,102.27,76.24,91,100,3.94,ID,7/13/2020
101,Bonavista,48.65,-53.11,64.0,83,49,8.99,CA,7/13/2020
102,Fairbanks,64.84,-147.72,53.6,93,90,2.89,US,7/13/2020
103,Alice Springs,-23.7,133.88,37.4,69,0,6.4,AU,7/13/2020
104,Vardø,70.37,31.11,50.0,81,6,6.93,NO,7/13/2020
105,Norman Wells,65.28,-126.83,59.0,72,20,6.93,CA,7/13/2020
106,Saint Paul Harbor,57.79,-152.41,53.6,87,90,8.05,US,7/13/2020
107,Kaitangata,-46.28,169.85,39.99,83,61,1.99,NZ,7/13/2020
108,Hong Kong,22.29,114.16,86.0,70,14,5.99,HK,7/13/2020
109,Almaznyy,48.04,40.05,77.0,65,20,11.18,RU,7/13/2020
110,Arraial do Cabo,-22.97,-42.03,87.8,38,0,3.36,BR,7/13/2020
111,Ylivieska,64.08,24.55,60.01,80,99,3.0,FI,7/13/2020
112,Cherskiy,68.75,161.3,51.03,81,6,2.28,RU,7/13/2020
113,Mehamn,71.04,27.85,46.4,93,90,4.7,NO,7/13/2020
114,Sosnovka,56.26,51.28,76.59,81,46,7.45,RU,7/13/2020
115,Lata,40.16,-8.33,96.01,48,0,12.19,PT,7/13/2020
116,Necochea,-38.55,-58.74,46.99,72,25,13.0,AR,7/13/2020
117,Chui,-33.7,-53.46,50.0,49,75,15.57,UY,7/13/2020
118,Visby,57.64,18.3,69.01,63,30,6.93,SE,7/13/2020
119,Tarauacá,-8.16,-70.77,82.09,83,36,1.05,BR,7/13/2020
120,Cockburn Town,21.46,-71.14,87.8,70,40,17.22,TC,7/13/2020
121,Laguna,38.42,-121.42,71.01,56,5,8.05,US,7/13/2020
122,Castro,-24.79,-50.01,73.6,57,0,11.52,BR,7/13/2020
123,Paducah,37.08,-88.6,82.4,65,1,4.7,US,7/13/2020
124,Trincomalee,8.57,81.23,83.44,77,63,8.01,LK,7/13/2020
125,Guerrero Negro,27.98,-114.06,78.73,47,0,9.51,MX,7/13/2020
126,Avarua,-21.21,-159.78,68.0,77,81,6.93,CK,7/13/2020
127,Klaksvík,62.23,-6.59,57.2,87,92,3.36,FO,7/13/2020
128,Osa,57.28,55.46,74.71,73,46,3.31,RU,7/13/2020
129,Presidencia Roque Sáenz Peña,-26.79,-60.44,67.14,53,1,8.39,AR,7/13/2020
130,Nemuro,43.32,145.57,55.94,91,64,3.87,JP,7/13/2020
131,Yagodnoye,62.55,149.67,60.6,63,99,3.06,RU,7/13/2020
132,Beloha,-25.17,45.05,64.2,83,8,6.78,MG,7/13/2020
133,Lake Shasta,40.68,-122.37,84.2,35,1,9.17,US,7/13/2020
134,Romny,50.75,33.47,58.24,84,100,14.67,UA,7/13/2020
135,Ribas do Rio Pardo,-20.44,-53.76,91.0,30,0,9.35,BR,7/13/2020
136,Progreso,21.28,-89.67,89.01,74,40,13.87,MX,7/13/2020
137,Ribeira Grande,38.52,-28.7,75.2,64,75,13.87,PT,7/13/2020
138,Inírida,3.87,-67.92,88.47,61,74,2.04,CO,7/13/2020
139,Muli,2.92,73.57,85.06,67,19,1.32,MV,7/13/2020
140,Turaif,31.67,38.66,95.0,16,0,16.11,SA,7/13/2020
141,Butterworth,5.4,100.36,80.6,88,20,3.36,MY,7/13/2020
142,Porecatu,-22.76,-51.38,82.4,54,54,6.93,BR,7/13/2020
143,Namatanai,-3.67,152.43,78.44,81,100,7.09,PG,7/13/2020
144,Ossora,59.24,163.07,50.0,92,77,4.05,RU,7/13/2020
145,Taunsa,30.7,70.65,99.54,26,92,11.65,PK,7/13/2020
146,Portland,45.52,-122.68,61.0,76,20,3.36,US,7/13/2020
147,Umluj,25.02,37.27,87.01,52,0,4.68,SA,7/13/2020
148,Deep River,46.1,-77.5,69.8,64,90,7.52,CA,7/13/2020
149,Atasū,48.68,71.64,73.29,38,0,14.7,KZ,7/13/2020
150,Coquimbo,-29.95,-71.34,53.6,87,90,3.36,CL,7/13/2020
151,Hilo,19.73,-155.09,71.6,83,40,5.82,US,7/13/2020
152,Kahului,20.89,-156.47,75.2,69,1,5.82,US,7/13/2020
153,Carrick-on-Suir,52.35,-7.41,69.01,93,75,5.82,IE,7/13/2020
154,Flin Flon,54.77,-101.86,64.4,88,75,4.7,CA,7/13/2020
155,Igrim,63.19,64.42,59.76,57,43,8.28,RU,7/13/2020
156,Kieta,-6.22,155.63,78.4,79,87,3.31,PG,7/13/2020
157,Bonthe,7.53,-12.51,79.29,78,89,11.61,SL,7/13/2020
158,Conceição do Araguaia,-8.26,-49.26,93.2,32,27,8.05,BR,7/13/2020
159,Banda Aceh,5.56,95.32,79.79,79,95,4.54,ID,7/13/2020
160,Ouadda,8.08,22.4,73.24,91,85,1.79,CF,7/13/2020
161,Vila Velha,-20.33,-40.29,86.0,45,23,5.82,BR,7/13/2020
162,Russellville,35.28,-93.13,82.99,58,1,8.05,US,7/13/2020
163,Morón,-34.65,-58.62,53.01,43,36,12.75,AR,7/13/2020
164,Saldanha,-33.01,17.94,53.6,71,95,4.7,ZA,7/13/2020
165,Chokurdakh,70.63,147.92,53.37,64,54,9.24,RU,7/13/2020
166,Camocim,-2.9,-40.84,87.69,49,13,9.71,BR,7/13/2020
167,Skjervøy,70.03,20.97,52.65,84,70,2.86,NO,7/13/2020
168,Mirador,-6.37,-44.36,92.79,33,36,7.94,BR,7/13/2020
169,Mariehamn,60.1,19.93,60.8,55,0,5.82,AX,7/13/2020
170,Tambopata,-12.73,-69.18,84.2,70,20,8.05,PE,7/13/2020
171,Lagoa,39.05,-27.98,69.04,78,87,11.92,PT,7/13/2020
172,Bafoulabé,13.81,-10.83,96.93,39,23,6.55,ML,7/13/2020
173,Iqaluit,63.75,-68.51,60.8,59,20,20.8,CA,7/13/2020
174,Kletskaya,49.31,43.06,91.0,32,88,5.01,RU,7/13/2020
175,Kavieng,-2.57,150.8,81.45,78,51,12.17,PG,7/13/2020
176,El Alto,-4.27,-81.21,68.0,77,40,17.22,PE,7/13/2020
177,Narsaq,60.92,-46.05,55.4,76,75,3.36,GL,7/13/2020
178,Boende,-0.22,20.87,81.32,70,40,3.33,CD,7/13/2020
179,Tual,-5.67,132.75,79.12,81,98,22.88,ID,7/13/2020
180,Qaqortoq,60.72,-46.03,55.4,76,75,3.36,GL,7/13/2020
181,Manakara,-22.13,48.02,70.54,82,9,9.33,MG,7/13/2020
182,Faanui,-16.48,-151.75,78.28,75,100,12.19,PF,7/13/2020
183,Port Keats,-14.25,129.55,65.26,28,0,12.55,AU,7/13/2020
184,Makkah al Mukarramah,21.43,39.83,92.16,25,46,6.76,SA,7/13/2020
185,Green River,41.53,-109.47,71.6,28,1,8.05,US,7/13/2020
186,Vila Franca do Campo,37.72,-25.43,71.6,64,75,5.82,PT,7/13/2020
187,Kutum,14.2,24.67,87.28,27,82,9.82,SD,7/13/2020
188,Samarai,-10.62,150.67,78.12,89,100,13.56,PG,7/13/2020
189,Aswān,24.09,32.91,101.55,8,2,9.95,EG,7/13/2020
190,Saint-Philippe,-21.36,55.77,68.0,77,34,4.7,RE,7/13/2020
191,Vila do Maio,15.13,-23.22,80.6,83,75,11.41,CV,7/13/2020
192,Tuatapere,-46.13,167.68,39.0,83,75,3.0,NZ,7/13/2020
193,Preston,53.77,-2.72,62.6,82,75,16.11,GB,7/13/2020
194,Mondlo,-27.98,30.72,60.73,27,0,17.47,ZA,7/13/2020
195,Amapá,1.0,-52.0,87.04,56,25,3.13,BR,7/13/2020
196,Valparaíso,-33.04,-71.63,68.0,34,0,8.05,CL,7/13/2020
197,Sarangani,5.4,125.46,83.55,74,61,9.17,PH,7/13/2020
198,Paraopeba,-19.28,-44.4,77.0,44,4,3.36,BR,7/13/2020
199,Mossamedes,-15.2,12.15,68.0,72,40,12.75,AO,7/13/2020
200,Waddān,29.16,16.14,94.3,17,0,16.06,LY,7/13/2020
201,Lakes Entrance,-37.88,147.98,51.01,94,22,9.86,AU,7/13/2020
202,Verkhniy Baskunchak,48.23,46.72,96.82,15,23,12.44,RU,7/13/2020
203,Rocha,-34.48,-54.33,48.85,50,8,18.32,UY,7/13/2020
204,Yaan,7.38,8.57,81.55,82,44,5.99,NG,7/13/2020
205,Tevriz,57.51,72.4,73.51,72,62,5.1,RU,7/13/2020
206,Hambantota,6.12,81.12,82.4,83,66,10.29,LK,7/13/2020
207,Basco,20.45,121.97,84.29,81,100,16.58,PH,7/13/2020
208,Faya,18.39,42.45,82.4,28,40,9.17,SA,7/13/2020
209,Kargasok,59.06,80.86,67.64,65,24,8.1,RU,7/13/2020
210,Haines Junction,60.75,-137.51,54.28,62,97,2.51,CA,7/13/2020
211,Kaihua,23.37,104.28,64.62,93,61,4.5,CN,7/13/2020
212,Tiksi,71.69,128.87,49.26,89,100,8.72,RU,7/13/2020
213,Lianran,24.92,102.48,70.0,100,40,4.47,CN,7/13/2020
214,Vostok,46.49,135.88,56.98,99,5,3.06,RU,7/13/2020
215,Paris,48.85,2.35,82.99,27,0,5.82,FR,7/13/2020
216,Adrar,20.5,-10.07,107.44,13,38,8.21,MR,7/13/2020
217,Mackay,-21.15,149.2,52.0,75,0,6.93,AU,7/13/2020
218,Dehlorān,32.69,47.27,98.6,12,13,4.52,IR,7/13/2020
219,Ambilobe,-13.2,49.05,71.85,71,14,1.36,MG,7/13/2020
220,Abu Samrah,35.3,37.18,90.82,27,0,14.9,SY,7/13/2020
221,Saint-Pierre,-21.34,55.48,68.0,77,1,4.7,RE,7/13/2020
222,Balabac,7.99,117.06,81.88,79,85,7.94,PH,7/13/2020
223,Ancud,-41.87,-73.82,46.0,100,13,3.36,CL,7/13/2020
224,Djibouti,11.5,42.5,109.4,19,75,8.05,DJ,7/13/2020
225,Carutapera,-1.2,-46.02,83.23,75,86,6.93,BR,7/13/2020
226,Half Moon Bay,37.46,-122.43,69.01,87,90,4.7,US,7/13/2020
227,Lamu,-2.27,40.9,77.18,81,35,18.45,KE,7/13/2020
228,Tilichiki,60.47,166.1,48.43,100,99,4.83,RU,7/13/2020
229,Prince Rupert,54.32,-130.32,53.6,93,90,2.24,CA,7/13/2020
230,Geraldton,-28.77,114.6,64.4,93,40,11.41,AU,7/13/2020
231,Ayan,56.45,138.17,52.93,92,30,8.14,RU,7/13/2020
232,Suplac,46.38,24.52,69.8,40,40,11.41,RO,7/13/2020
233,Hamilton,39.18,-84.53,81.0,61,40,5.82,US,7/13/2020
234,Sitka,57.05,-135.33,55.4,76,90,9.17,US,7/13/2020
235,Santa Luzia,-19.77,-43.85,77.0,44,15,3.36,BR,7/13/2020
236,Aranda de Duero,41.67,-3.69,82.29,35,0,15.17,ES,7/13/2020
237,Cap Malheureux,-19.98,57.61,71.01,82,13,8.01,MU,7/13/2020
238,Negombo,7.21,79.84,82.4,94,40,5.82,LK,7/13/2020
239,Tocopilla,-22.09,-70.2,66.78,40,4,5.23,CL,7/13/2020
240,Anloga,5.79,0.9,82.4,69,40,14.99,GH,7/13/2020
241,Cayenne,4.93,-52.33,87.8,58,40,5.82,GF,7/13/2020
242,Juneau,58.3,-134.42,55.0,93,90,9.17,US,7/13/2020
243,Arlit,18.74,7.39,104.67,17,42,6.51,NE,7/13/2020
244,Bambous Virieux,-20.34,57.76,71.6,88,75,18.34,MU,7/13/2020
245,Kuala Lumpur,3.14,101.69,78.8,88,20,3.36,MY,7/13/2020
246,Trairi,-3.28,-39.27,85.41,51,58,12.82,BR,7/13/2020
247,Hirara,24.8,125.28,85.28,81,99,11.14,JP,7/13/2020
248,Bambanglipuro,-7.95,110.28,76.37,84,78,4.41,ID,7/13/2020
249,Yulara,-25.24,130.99,48.2,45,0,6.93,AU,7/13/2020
250,Palu,-0.89,119.87,75.69,81,97,2.28,ID,7/13/2020
251,Te Anau,-45.42,167.72,34.86,89,46,1.68,NZ,7/13/2020
252,Planadas,3.2,-75.65,78.8,83,40,5.82,CO,7/13/2020
253,Daru,-9.08,143.21,77.05,89,100,17.02,PG,7/13/2020
254,Kifrī,34.7,44.97,100.56,10,31,14.52,IQ,7/13/2020
255,Torbay,47.67,-52.73,72.0,83,40,11.41,CA,7/13/2020
256,Diamantino,-14.41,-56.45,94.12,28,0,4.43,BR,7/13/2020
257,Basoko,1.24,23.62,79.34,76,97,1.77,CD,7/13/2020
258,Imbituba,-28.24,-48.67,64.4,77,75,9.17,BR,7/13/2020
259,Bethel,41.37,-73.41,84.0,65,1,4.7,US,7/13/2020
260,Victor Harbor,-35.57,138.62,42.01,94,1,3.78,AU,7/13/2020
261,Along,28.17,94.77,74.55,88,100,1.12,IN,7/13/2020
262,Ponta Delgada,37.73,-25.67,71.6,64,75,5.82,PT,7/13/2020
263,Minsk,53.9,27.57,66.2,45,0,13.42,BY,7/13/2020
264,Nabire,-3.37,135.48,76.37,84,93,3.27,ID,7/13/2020
265,Iwanai,42.97,140.51,59.11,90,56,3.78,JP,7/13/2020
266,Ondangwa,-17.92,15.95,73.78,18,0,7.16,NA,7/13/2020
267,Kathmandu,27.72,85.32,71.6,100,75,4.7,NP,7/13/2020
268,Mineros,-17.12,-63.23,80.6,74,75,11.41,BO,7/13/2020
269,Yurga,55.72,84.89,62.91,96,46,6.82,RU,7/13/2020
270,Jiaocheng,24.68,116.14,81.61,69,76,0.81,CN,7/13/2020
271,Alyangula,-13.85,136.42,55.4,87,74,16.6,AU,7/13/2020
272,Esim,4.87,-2.24,78.03,78,98,11.54,GH,7/13/2020
273,Aksay,47.26,39.87,78.01,65,20,11.18,RU,7/13/2020
274,Ixtapa,20.7,-105.2,84.99,78,5,2.33,MX,7/13/2020
275,Norwich,52.63,1.3,73.0,60,20,11.41,GB,7/13/2020
276,Mponela,-13.53,33.74,62.56,57,15,6.62,MW,7/13/2020
277,Sweetwater,25.76,-80.37,91.99,62,75,10.29,US,7/13/2020
278,Mandera,3.94,41.87,89.38,34,85,13.22,KE,7/13/2020
279,Salalah,17.02,54.09,82.4,88,75,6.93,OM,7/13/2020
280,Ravensburg,47.78,9.62,75.2,38,20,8.05,DE,7/13/2020
281,Laas,46.62,10.7,64.4,63,40,6.93,IT,7/13/2020
282,Thinadhoo,0.53,72.93,85.42,70,1,7.45,MV,7/13/2020
283,Lahijan,37.21,50.0,82.4,78,75,4.7,IR,7/13/2020
284,Rājula,21.05,71.43,85.37,73,23,14.45,IN,7/13/2020
285,Great Falls,47.5,-111.3,61.0,50,1,8.05,US,7/13/2020
286,Itarema,-2.92,-39.92,85.21,53,70,13.58,BR,7/13/2020
287,Monywa,22.12,95.13,79.99,77,100,13.15,MM,7/13/2020
288,Waipawa,-41.41,175.52,39.2,100,0,3.36,NZ,7/13/2020
289,Ust-Kuyga,70.02,135.6,61.56,90,100,9.86,RU,7/13/2020
290,Grand Gaube,-20.01,57.66,71.01,82,20,8.01,MU,7/13/2020
291,Kang,-23.68,22.79,62.28,25,0,7.45,BW,7/13/2020
292,Planeta Rica,8.41,-75.59,87.8,74,40,3.06,CO,7/13/2020
293,Narrabri,-30.32,149.78,44.6,87,90,1.12,AU,7/13/2020
294,Awjilah,29.11,21.29,95.52,12,0,12.12,LY,7/13/2020
295,Brae,60.4,-1.35,55.4,93,75,13.87,GB,7/13/2020
296,Crestview,30.76,-86.57,86.0,74,75,4.7,US,7/13/2020
297,Jiangmen,22.58,113.08,88.0,83,51,1.01,CN,7/13/2020
298,Port Macquarie,-31.43,152.92,50.0,76,21,10.45,AU,7/13/2020
299,Amahai,-3.33,128.92,79.0,99,98,1.99,ID,7/13/2020
300,Kassiopi,39.79,19.92,87.8,35,20,14.07,GR,7/13/2020
301,Saint Anthony,45.02,-93.22,80.6,47,1,9.17,US,7/13/2020
302,Toyoshina,36.3,137.9,66.99,97,100,5.01,JP,7/13/2020
303,Bang Krathum,16.58,100.3,79.32,88,97,3.2,TH,7/13/2020
304,Havelock,34.88,-76.9,86.0,70,1,5.82,US,7/13/2020
305,Zhigansk,66.77,123.37,56.14,89,0,6.22,RU,7/13/2020
306,Maryborough,-25.53,152.7,47.5,66,0,5.21,AU,7/13/2020
307,San Patricio,19.22,-104.7,86.0,74,5,2.24,MX,7/13/2020
308,Madawaska,47.36,-68.33,73.99,68,90,9.17,US,7/13/2020
309,Jelenia Góra,50.9,15.73,70.0,31,60,3.09,PL,7/13/2020
310,Saskylakh,71.92,114.08,61.43,55,58,7.9,RU,7/13/2020
311,Port Hardy,50.7,-127.42,57.2,76,75,1.12,CA,7/13/2020
312,Severo-Kuril'sk,50.68,156.12,47.75,90,100,8.57,RU,7/13/2020
313,Poso,-1.4,120.75,76.86,81,99,4.63,ID,7/13/2020
314,Road Town,18.42,-64.62,89.6,83,40,13.87,VG,7/13/2020
315,Bandar,2.05,99.75,74.44,86,100,2.39,ID,7/13/2020
316,Shiraz,29.6,52.54,88.0,12,0,9.17,IR,7/13/2020
317,Huarmey,-10.07,-78.15,68.22,68,7,9.98,PE,7/13/2020
318,Ipixuna,-1.76,-48.8,87.8,58,40,4.7,BR,7/13/2020
319,Caravelas,-17.71,-39.25,80.42,65,47,7.74,BR,7/13/2020
320,Alta Gracia,-31.65,-64.43,48.99,52,20,12.75,AR,7/13/2020
321,Bariloche,-41.15,-71.31,35.6,59,0,13.87,AR,7/13/2020
322,Suşehri,40.16,38.09,68.56,59,38,8.03,TR,7/13/2020
323,Yenagoa,4.92,6.26,78.91,83,98,9.75,NG,7/13/2020
324,Harlingen,26.19,-97.7,89.01,62,1,18.34,US,7/13/2020
325,Gladstone,-23.85,151.25,55.4,47,0,8.05,AU,7/13/2020
326,Egvekinot,66.32,-179.17,46.54,89,35,4.81,RU,7/13/2020
327,Savannah Bight,16.45,-85.85,81.86,78,10,16.26,HN,7/13/2020
328,Nyaunglebin,17.95,96.73,75.74,94,100,3.83,MM,7/13/2020
329,Vestmannaeyjar,63.44,-20.27,53.6,81,40,11.41,IS,7/13/2020
330,Bulungu,-4.55,18.6,88.77,42,63,3.71,CD,7/13/2020
331,Iquitos,-3.75,-73.25,82.4,74,75,3.36,PE,7/13/2020
332,Benghazi,32.12,20.07,81.12,68,0,17.05,LY,7/13/2020
333,Samos,37.76,26.98,89.6,43,0,23.04,GR,7/13/2020
334,Vanavara,60.34,102.28,60.98,75,2,3.04,RU,7/13/2020
335,Nantucket,41.28,-70.1,73.99,94,90,9.17,US,7/13/2020
336,Yuanping,38.72,112.76,67.3,75,69,1.95,CN,7/13/2020
337,Piaçabuçu,-10.41,-36.43,80.38,69,35,7.49,BR,7/13/2020
338,Inuvik,68.35,-133.72,55.4,76,75,2.24,CA,7/13/2020
339,Sioux Lookout,50.1,-91.92,73.4,64,75,9.17,CA,7/13/2020
340,Eydhafushi,5.1,73.07,84.74,72,9,3.65,MV,7/13/2020
341,Ponta do Sol,32.67,-17.1,73.0,67,2,2.91,PT,7/13/2020
342,Tiznit Province,29.58,-9.5,90.32,32,0,9.89,MA,7/13/2020
343,Sukagawa,37.28,140.38,62.01,93,99,2.01,JP,7/13/2020
344,Batagay-Alyta,67.8,130.41,53.6,90,61,3.24,RU,7/13/2020
345,Nālūt,30.33,10.85,99.66,10,0,19.04,LY,7/13/2020
346,Hanchuan,30.65,113.77,73.4,94,71,2.24,CN,7/13/2020
347,Aleksandrovsk-Sakhalinskiy,50.9,142.16,56.64,87,60,2.39,RU,7/13/2020
348,Hofn,64.25,-15.21,53.6,87,90,11.41,IS,7/13/2020
349,Tezu,27.92,96.17,78.64,73,89,3.24,IN,7/13/2020
350,Camacha,33.08,-16.33,73.4,64,75,16.11,PT,7/13/2020
351,Lüderitz,-26.65,15.16,62.6,72,3,16.11,NA,7/13/2020
352,Yarim,14.3,44.38,62.83,66,70,4.92,YE,7/13/2020
353,Buraidah,26.33,43.98,109.4,16,65,11.41,SA,7/13/2020
